57757.txt,ZHO
59848.txt,ARA
59983.txt,TUR
60059.txt,KOR
60196.txt,KOR
60595.txt,JPN
61190.txt,SPA
61275.txt,JPN
61450.txt,KOR
61529.txt,KOR
62188.txt,TUR
63040.txt,ITA
63277.txt,KOR
63578.txt,KOR
65865.txt,SPA
66028.txt,JPN
66589.txt,ARA
66592.txt,KOR
67062.txt,KOR
67123.txt,DEU
67471.txt,KOR
67816.txt,TUR
68582.txt,TUR
68678.txt,HIN
69177.txt,ZHO
69255.txt,TEL
69491.txt,JPN
69510.txt,ITA
70027.txt,ITA
70247.txt,JPN
70330.txt,JPN
70644.txt,ZHO
70965.txt,ITA
72083.txt,HIN
72114.txt,ARA
72320.txt,SPA
72376.txt,JPN
73082.txt,SPA
73163.txt,SPA
73297.txt,JPN
73427.txt,TEL
73721.txt,ZHO
74452.txt,FRA
74580.txt,JPN
74903.txt,FRA
76152.txt,JPN
76434.txt,KOR
76547.txt,DEU
76666.txt,JPN
76831.txt,TEL
76891.txt,ITA
77255.txt,DEU
77388.txt,JPN
77621.txt,TEL
77838.txt,DEU
78009.txt,ZHO
78400.txt,SPA
78609.txt,KOR
78794.txt,TEL
79025.txt,ZHO
79211.txt,FRA
79442.txt,ZHO
79816.txt,SPA
79990.txt,TEL
81227.txt,FRA
81507.txt,ZHO
81735.txt,TEL
81824.txt,KOR
82026.txt,FRA
82120.txt,ITA
82613.txt,ZHO
82993.txt,ZHO
84139.txt,TUR
84912.txt,DEU
85142.txt,FRA
86771.txt,KOR
86821.txt,ARA
87097.txt,TEL
87101.txt,TEL
87463.txt,ARA
88000.txt,JPN
88141.txt,HIN
88199.txt,DEU
88202.txt,DEU
88310.txt,FRA
89547.txt,TEL
89860.txt,ITA
90472.txt,HIN
91268.txt,FRA
91899.txt,JPN
92230.txt,ARA
93143.txt,TEL
93531.txt,HIN
93566.txt,FRA
94274.txt,KOR
94398.txt,SPA
94633.txt,FRA
94655.txt,ZHO
94768.txt,JPN
95152.txt,ITA
95457.txt,ITA
96033.txt,JPN
96321.txt,ARA
96404.txt,KOR
96442.txt,ZHO
96578.txt,FRA
96909.txt,KOR
97031.txt,ITA
97262.txt,ARA
98093.txt,ZHO
98215.txt,ITA
98336.txt,ITA
98551.txt,SPA
98579.txt,JPN
98792.txt,HIN
98897.txt,TEL
99527.txt,FRA
100082.txt,TUR
100202.txt,SPA
100691.txt,TEL
101126.txt,ITA
102895.txt,JPN
104261.txt,TUR
104414.txt,ITA
104807.txt,KOR
105101.txt,TUR
105779.txt,FRA
105974.txt,KOR
106055.txt,ARA
106214.txt,TUR
106547.txt,ITA
106584.txt,ZHO
107980.txt,HIN
109011.txt,JPN
109265.txt,HIN
109578.txt,FRA
109687.txt,SPA
110038.txt,KOR
110274.txt,ZHO
112324.txt,ITA
112343.txt,JPN
112592.txt,SPA
113267.txt,FRA
113320.txt,JPN
113678.txt,KOR
114592.txt,ZHO
114752.txt,DEU
115407.txt,JPN
115526.txt,JPN
115632.txt,TEL
116281.txt,TEL
116604.txt,TEL
117293.txt,KOR
117426.txt,ZHO
118758.txt,JPN
119361.txt,ZHO
119667.txt,TUR
119703.txt,ARA
119900.txt,TUR
119912.txt,KOR
120103.txt,FRA
120142.txt,FRA
120573.txt,TEL
120858.txt,TEL
121083.txt,ITA
121295.txt,FRA
121393.txt,ITA
121551.txt,KOR
122241.txt,TUR
122553.txt,TUR
122973.txt,TEL
123581.txt,TEL
123954.txt,SPA
124091.txt,JPN
125107.txt,ITA
125347.txt,JPN
125348.txt,ARA
125545.txt,ARA
127102.txt,FRA
127325.txt,TUR
127595.txt,FRA
127642.txt,ARA
127656.txt,TUR
127866.txt,KOR
128563.txt,HIN
128690.txt,ITA
128748.txt,TUR
128987.txt,TEL
129159.txt,ZHO
129269.txt,SPA
129424.txt,TEL
129964.txt,TUR
130222.txt,ZHO
131064.txt,FRA
131717.txt,HIN
131838.txt,ITA
132359.txt,JPN
132694.txt,DEU
133459.txt,ITA
133656.txt,JPN
133707.txt,ZHO
133862.txt,TUR
135078.txt,TUR
135427.txt,ZHO
136109.txt,ZHO
136235.txt,JPN
136505.txt,TEL
137438.txt,ITA
138585.txt,JPN
138619.txt,SPA
139820.txt,ARA
139883.txt,JPN
139949.txt,ARA
140055.txt,SPA
140184.txt,KOR
140614.txt,ITA
140637.txt,ITA
141346.txt,ARA
141405.txt,TEL
142114.txt,FRA
142991.txt,HIN
143306.txt,JPN
143780.txt,ITA
143785.txt,JPN
144209.txt,ARA
144375.txt,JPN
144911.txt,JPN
144990.txt,JPN
144997.txt,TUR
145529.txt,FRA
146778.txt,ITA
147236.txt,JPN
147353.txt,KOR
147597.txt,KOR
147680.txt,HIN
147799.txt,ZHO
148079.txt,FRA
148182.txt,ITA
148625.txt,JPN
148941.txt,ZHO
148959.txt,DEU
149081.txt,SPA
149358.txt,SPA
149591.txt,JPN
149753.txt,KOR
149929.txt,KOR
150180.txt,TUR
150717.txt,SPA
152045.txt,ITA
152157.txt,SPA
152549.txt,ARA
153137.txt,ZHO
154270.txt,JPN
154540.txt,JPN
155157.txt,FRA
155456.txt,ZHO
155871.txt,DEU
156321.txt,KOR
156340.txt,TUR
156740.txt,HIN
156852.txt,KOR
157037.txt,ITA
158423.txt,TEL
158696.txt,HIN
159000.txt,ZHO
159190.txt,FRA
159561.txt,SPA
159928.txt,ZHO
160039.txt,JPN
160123.txt,TEL
160348.txt,TEL
160966.txt,HIN
161744.txt,DEU
161841.txt,SPA
161963.txt,FRA
162205.txt,DEU
162684.txt,ARA
163161.txt,FRA
163355.txt,SPA
163379.txt,JPN
163967.txt,FRA
164044.txt,JPN
164339.txt,ITA
164538.txt,ARA
164634.txt,ARA
164635.txt,KOR
165228.txt,ARA
165310.txt,FRA
166227.txt,SPA
166467.txt,ARA
166763.txt,ARA
166869.txt,ZHO
167234.txt,ITA
167761.txt,KOR
168441.txt,TUR
168891.txt,DEU
169025.txt,KOR
169678.txt,KOR
170042.txt,SPA
170423.txt,KOR
170743.txt,ARA
172351.txt,HIN
172423.txt,TUR
172746.txt,ZHO
172943.txt,SPA
173335.txt,ZHO
173596.txt,FRA
173637.txt,DEU
174125.txt,TEL
174491.txt,TUR
174727.txt,TEL
174779.txt,ZHO
175498.txt,DEU
176054.txt,SPA
176239.txt,TEL
176501.txt,TEL
176669.txt,SPA
176704.txt,TEL
177119.txt,ZHO
177381.txt,KOR
178084.txt,JPN
178348.txt,TUR
178774.txt,ZHO
178890.txt,ITA
179066.txt,TUR
179237.txt,JPN
179316.txt,KOR
179492.txt,ITA
180064.txt,FRA
180494.txt,JPN
180983.txt,FRA
181236.txt,FRA
181463.txt,ZHO
181518.txt,HIN
181730.txt,ARA
181772.txt,JPN
182825.txt,TUR
183439.txt,ARA
184250.txt,TEL
184396.txt,TUR
184425.txt,DEU
184501.txt,ZHO
184502.txt,TEL
185353.txt,ITA
185355.txt,TUR
185935.txt,TUR
186038.txt,HIN
186742.txt,FRA
187161.txt,TEL
187606.txt,TEL
187869.txt,TEL
187987.txt,ITA
188065.txt,TUR
188786.txt,ARA
188924.txt,ITA
188994.txt,ARA
188996.txt,ZHO
189340.txt,ARA
189469.txt,TEL
190334.txt,TUR
190335.txt,TUR
190419.txt,TUR
190605.txt,FRA
190835.txt,TEL
191013.txt,JPN
191284.txt,SPA
192302.txt,ITA
192496.txt,FRA
193638.txt,SPA
193664.txt,TUR
193896.txt,FRA
194550.txt,ITA
194815.txt,SPA
195811.txt,ZHO
195844.txt,ZHO
196145.txt,SPA
196767.txt,KOR
196859.txt,TEL
197102.txt,DEU
197162.txt,TEL
197244.txt,FRA
197341.txt,KOR
197393.txt,TUR
198024.txt,ZHO
198232.txt,HIN
198284.txt,ZHO
198874.txt,ZHO
198987.txt,FRA
199191.txt,KOR
199409.txt,HIN
200212.txt,ITA
200229.txt,DEU
200730.txt,ITA
201054.txt,JPN
203031.txt,TUR
203564.txt,TEL
203577.txt,DEU
203624.txt,ARA
203797.txt,SPA
203860.txt,ARA
204039.txt,TEL
204805.txt,JPN
206961.txt,KOR
207021.txt,JPN
207022.txt,ARA
207386.txt,HIN
207661.txt,TEL
208020.txt,KOR
208569.txt,KOR
208756.txt,ITA
208932.txt,ARA
209198.txt,TUR
209405.txt,ITA
210266.txt,TUR
210440.txt,SPA
211004.txt,TEL
211718.txt,TUR
211892.txt,SPA
213629.txt,SPA
213837.txt,KOR
214190.txt,DEU
215124.txt,TUR
215284.txt,TUR
215377.txt,TUR
215393.txt,ITA
215404.txt,FRA
215515.txt,ARA
216676.txt,KOR
216699.txt,KOR
216924.txt,ZHO
217726.txt,ARA
219920.txt,ARA
220304.txt,SPA
220830.txt,TEL
221057.txt,SPA
221642.txt,ITA
221718.txt,ITA
221746.txt,HIN
221777.txt,ITA
222001.txt,FRA
222236.txt,ITA
223311.txt,HIN
223513.txt,ARA
224229.txt,KOR
224399.txt,KOR
224530.txt,HIN
224749.txt,ZHO
224803.txt,ITA
225191.txt,KOR
225321.txt,JPN
225385.txt,JPN
225803.txt,ITA
225902.txt,ZHO
226446.txt,FRA
226862.txt,JPN
226985.txt,ZHO
227398.txt,JPN
227513.txt,TUR
227810.txt,ITA
228030.txt,JPN
228843.txt,SPA
229282.txt,KOR
230181.txt,SPA
230223.txt,ZHO
230324.txt,TUR
230433.txt,DEU
230995.txt,ITA
231275.txt,HIN
231611.txt,TEL
231681.txt,ITA
231710.txt,TUR
232528.txt,TEL
232900.txt,TUR
232912.txt,HIN
233577.txt,TUR
234361.txt,TEL
234549.txt,KOR
235600.txt,TUR
235787.txt,KOR
235958.txt,JPN
236229.txt,DEU
236302.txt,ITA
236604.txt,ARA
236714.txt,ARA
236812.txt,ZHO
237139.txt,TEL
237591.txt,ARA
238277.txt,HIN
238462.txt,ZHO
238497.txt,KOR
238640.txt,SPA
238746.txt,DEU
238829.txt,ZHO
239247.txt,ZHO
239337.txt,ARA
239365.txt,ZHO
239429.txt,HIN
239458.txt,SPA
239589.txt,FRA
240112.txt,KOR
241041.txt,SPA
243436.txt,DEU
245196.txt,SPA
245244.txt,SPA
245509.txt,ZHO
245604.txt,ZHO
246408.txt,KOR
246942.txt,JPN
247030.txt,ITA
247417.txt,TEL
247891.txt,FRA
248204.txt,TEL
248298.txt,SPA
248820.txt,FRA
248869.txt,TEL
249357.txt,SPA
249597.txt,KOR
249811.txt,DEU
249979.txt,TEL
250046.txt,TUR
250129.txt,FRA
250325.txt,HIN
251380.txt,TEL
252559.txt,TUR
252736.txt,FRA
252942.txt,SPA
253075.txt,ZHO
253143.txt,TEL
253215.txt,SPA
253436.txt,DEU
254034.txt,JPN
255205.txt,JPN
255474.txt,FRA
255499.txt,ZHO
255543.txt,ZHO
256014.txt,TEL
256269.txt,DEU
256471.txt,TUR
258020.txt,SPA
258207.txt,TUR
258625.txt,KOR
259334.txt,ZHO
260110.txt,FRA
261326.txt,SPA
261490.txt,FRA
262064.txt,ITA
262108.txt,HIN
262670.txt,TEL
263231.txt,TEL
263434.txt,KOR
263985.txt,DEU
264000.txt,ARA
264467.txt,ARA
264742.txt,HIN
265071.txt,SPA
266194.txt,KOR
266499.txt,FRA
266989.txt,ARA
266990.txt,KOR
267031.txt,JPN
267165.txt,FRA
267723.txt,FRA
268700.txt,ZHO
268901.txt,TUR
269129.txt,SPA
269251.txt,ARA
269477.txt,ZHO
269739.txt,SPA
269948.txt,TUR
269951.txt,ITA
270351.txt,TEL
271799.txt,FRA
271901.txt,KOR
272111.txt,KOR
272392.txt,ZHO
272533.txt,SPA
272679.txt,FRA
273464.txt,JPN
273570.txt,KOR
273992.txt,ZHO
274606.txt,KOR
274764.txt,ITA
274775.txt,ZHO
276037.txt,JPN
276813.txt,ZHO
277789.txt,FRA
278882.txt,TUR
279504.txt,FRA
279602.txt,ITA
280553.txt,DEU
282145.txt,KOR
282249.txt,SPA
282339.txt,HIN
283187.txt,JPN
283355.txt,KOR
283858.txt,TUR
284285.txt,ZHO
285349.txt,JPN
286058.txt,ZHO
286465.txt,SPA
286517.txt,ITA
286693.txt,ZHO
286707.txt,ZHO
286787.txt,ITA
286788.txt,TEL
286942.txt,SPA
288101.txt,SPA
288593.txt,ZHO
288794.txt,ZHO
289027.txt,JPN
289151.txt,KOR
289476.txt,JPN
290671.txt,SPA
291030.txt,KOR
291292.txt,TEL
291964.txt,HIN
292031.txt,TUR
292277.txt,ARA
293907.txt,TEL
293948.txt,FRA
293987.txt,JPN
294163.txt,ARA
294274.txt,ZHO
297050.txt,KOR
297621.txt,KOR
297801.txt,ZHO
298409.txt,DEU
298837.txt,TUR
299173.txt,HIN
299503.txt,SPA
299534.txt,TUR
299573.txt,KOR
301758.txt,TUR
301810.txt,JPN
301964.txt,KOR
302096.txt,SPA
302222.txt,TEL
302276.txt,HIN
303067.txt,KOR
303537.txt,ARA
303946.txt,SPA
304012.txt,SPA
305063.txt,TUR
305227.txt,ZHO
305245.txt,HIN
305322.txt,KOR
305383.txt,TUR
305904.txt,KOR
306086.txt,KOR
306204.txt,SPA
306419.txt,TEL
306478.txt,ARA
307077.txt,TUR
307679.txt,HIN
308280.txt,ITA
308358.txt,HIN
308627.txt,SPA
308728.txt,SPA
308972.txt,FRA
309113.txt,KOR
309367.txt,JPN
310495.txt,HIN
310552.txt,KOR
310620.txt,TEL
311465.txt,FRA
311660.txt,HIN
312526.txt,HIN
312605.txt,KOR
312838.txt,JPN
313492.txt,SPA
313791.txt,ARA
314118.txt,JPN
314209.txt,FRA
315042.txt,KOR
315471.txt,KOR
315619.txt,SPA
315825.txt,FRA
316000.txt,JPN
316264.txt,HIN
316711.txt,ARA
316818.txt,TUR
317001.txt,SPA
317765.txt,ITA
319026.txt,SPA
319124.txt,ITA
319655.txt,ITA
320310.txt,FRA
320403.txt,KOR
320545.txt,DEU
320613.txt,TUR
321175.txt,JPN
321317.txt,JPN
321427.txt,ZHO
322068.txt,ITA
322382.txt,TUR
322686.txt,TEL
322963.txt,DEU
323746.txt,DEU
324238.txt,TEL
325605.txt,SPA
325813.txt,JPN
326967.txt,FRA
327355.txt,SPA
327395.txt,ZHO
328055.txt,ZHO
328114.txt,ARA
328129.txt,ITA
328308.txt,HIN
328538.txt,JPN
328782.txt,FRA
328972.txt,SPA
329446.txt,ZHO
329621.txt,TUR
330072.txt,TUR
330983.txt,HIN
331142.txt,HIN
331558.txt,TUR
331578.txt,FRA
332053.txt,TEL
332497.txt,FRA
332739.txt,ZHO
332776.txt,TUR
333208.txt,SPA
333388.txt,ARA
334282.txt,ITA
334470.txt,TUR
334735.txt,ZHO
334895.txt,FRA
335468.txt,ITA
335928.txt,ZHO
336218.txt,FRA
336237.txt,ZHO
336738.txt,ZHO
336929.txt,ZHO
336952.txt,FRA
337831.txt,KOR
337893.txt,ARA
338552.txt,JPN
338727.txt,JPN
339271.txt,DEU
339317.txt,ITA
339507.txt,DEU
339750.txt,ITA
339788.txt,ARA
340105.txt,HIN
340652.txt,FRA
340944.txt,SPA
340981.txt,TUR
341028.txt,FRA
341473.txt,DEU
341509.txt,TEL
342177.txt,JPN
342471.txt,KOR
342500.txt,TEL
343252.txt,KOR
343455.txt,SPA
343870.txt,TUR
343891.txt,JPN
344395.txt,TEL
344615.txt,ITA
345389.txt,KOR
345667.txt,KOR
346060.txt,DEU
346667.txt,TUR
347476.txt,HIN
347830.txt,ZHO
348418.txt,KOR
348814.txt,KOR
348909.txt,HIN
349221.txt,DEU
349573.txt,SPA
350567.txt,FRA
350703.txt,FRA
350859.txt,FRA
351204.txt,KOR
351598.txt,TUR
351720.txt,DEU
351945.txt,TEL
351967.txt,KOR
352464.txt,ZHO
352739.txt,ARA
353004.txt,ZHO
353505.txt,SPA
353637.txt,TUR
354293.txt,HIN
354356.txt,TEL
354398.txt,KOR
354664.txt,HIN
354904.txt,TUR
354980.txt,HIN
354992.txt,ITA
355369.txt,JPN
355513.txt,SPA
355601.txt,KOR
355886.txt,ITA
356896.txt,DEU
357435.txt,ITA
357770.txt,ARA
357929.txt,ARA
358073.txt,ARA
358198.txt,SPA
358230.txt,FRA
358636.txt,ITA
358795.txt,HIN
359071.txt,ARA
359460.txt,ARA
359564.txt,DEU
359904.txt,ITA
360023.txt,ARA
360150.txt,ITA
360184.txt,FRA
360807.txt,SPA
360829.txt,TEL
360862.txt,DEU
361406.txt,SPA
361670.txt,JPN
361929.txt,JPN
361975.txt,TEL
362204.txt,TUR
362565.txt,TEL
363025.txt,TUR
363278.txt,DEU
364007.txt,ZHO
365442.txt,SPA
365977.txt,ITA
366248.txt,DEU
366442.txt,ZHO
366477.txt,JPN
366980.txt,KOR
367602.txt,FRA
367618.txt,JPN
367918.txt,SPA
368260.txt,ITA
368666.txt,HIN
368772.txt,DEU
368964.txt,ARA
369170.txt,JPN
369664.txt,JPN
370142.txt,ITA
370190.txt,FRA
370480.txt,ITA
370830.txt,FRA
370914.txt,FRA
371940.txt,JPN
371975.txt,SPA
372098.txt,TUR
372109.txt,ARA
372234.txt,DEU
372592.txt,ARA
372715.txt,TUR
373755.txt,TUR
374509.txt,JPN
374649.txt,ZHO
374895.txt,FRA
375388.txt,ZHO
375876.txt,TEL
376368.txt,JPN
377584.txt,HIN
377622.txt,DEU
377696.txt,TEL
378318.txt,ITA
378471.txt,ZHO
378529.txt,HIN
378535.txt,ITA
378701.txt,TEL
378807.txt,ARA
378888.txt,HIN
378969.txt,ARA
379130.txt,DEU
379257.txt,ZHO
379304.txt,FRA
379397.txt,ARA
379482.txt,SPA
379594.txt,SPA
380681.txt,ITA
381651.txt,KOR
381772.txt,TEL
381876.txt,ARA
381881.txt,TEL
381916.txt,FRA
382214.txt,TEL
382237.txt,FRA
382492.txt,FRA
382685.txt,SPA
383017.txt,ITA
384152.txt,ITA
384385.txt,HIN
385578.txt,DEU
385664.txt,JPN
385963.txt,TEL
386237.txt,ITA
386425.txt,HIN
386640.txt,TEL
386706.txt,TUR
386790.txt,ARA
388005.txt,KOR
388691.txt,ARA
389496.txt,TEL
390494.txt,ARA
390852.txt,ARA
391553.txt,TUR
391591.txt,JPN
391698.txt,SPA
391707.txt,SPA
392078.txt,TEL
392188.txt,ARA
393152.txt,SPA
393450.txt,TUR
393480.txt,JPN
394318.txt,SPA
394880.txt,FRA
394948.txt,ARA
395048.txt,ZHO
395429.txt,TUR
396589.txt,SPA
396748.txt,KOR
397349.txt,ITA
397356.txt,ARA
397373.txt,JPN
397414.txt,KOR
397696.txt,ARA
397753.txt,TUR
397946.txt,ZHO
398389.txt,JPN
399602.txt,HIN
399603.txt,SPA
399980.txt,ZHO
400278.txt,ARA
401540.txt,HIN
401885.txt,DEU
402915.txt,ZHO
403246.txt,KOR
403270.txt,DEU
403467.txt,TUR
403474.txt,TUR
403843.txt,KOR
404436.txt,KOR
404514.txt,KOR
405349.txt,ARA
405403.txt,ZHO
405894.txt,ITA
406028.txt,TUR
406669.txt,FRA
406878.txt,TEL
406896.txt,ARA
407133.txt,HIN
408242.txt,HIN
408400.txt,FRA
408794.txt,TEL
409056.txt,TEL
409501.txt,ARA
409695.txt,SPA
409820.txt,ARA
410050.txt,KOR
410323.txt,KOR
410702.txt,FRA
410790.txt,ARA
410805.txt,HIN
410900.txt,KOR
410984.txt,HIN
411135.txt,DEU
412083.txt,SPA
412217.txt,KOR
412566.txt,KOR
412744.txt,ARA
414694.txt,ARA
414985.txt,ARA
415597.txt,TUR
415619.txt,JPN
416035.txt,JPN
416852.txt,SPA
417184.txt,ITA
418886.txt,FRA
419007.txt,JPN
419091.txt,TUR
419804.txt,ZHO
420012.txt,JPN
420433.txt,FRA
421511.txt,ZHO
421519.txt,SPA
421876.txt,KOR
423534.txt,KOR
424217.txt,FRA
424249.txt,JPN
424464.txt,ZHO
424680.txt,KOR
425089.txt,TEL
425642.txt,FRA
425648.txt,ITA
425740.txt,HIN
425931.txt,JPN
426140.txt,JPN
426468.txt,ARA
426703.txt,HIN
426980.txt,HIN
427143.txt,HIN
427362.txt,HIN
428625.txt,ZHO
428776.txt,SPA
429993.txt,KOR
430394.txt,JPN
430455.txt,TEL
431173.txt,TUR
431218.txt,ARA
431670.txt,SPA
433312.txt,JPN
433565.txt,DEU
434129.txt,FRA
434670.txt,KOR
434851.txt,HIN
434883.txt,SPA
434970.txt,TEL
435182.txt,TEL
435837.txt,KOR
437121.txt,DEU
437953.txt,ZHO
438709.txt,ITA
438714.txt,HIN
439080.txt,KOR
439202.txt,JPN
439332.txt,HIN
439503.txt,DEU
439975.txt,SPA
440903.txt,ITA
441517.txt,JPN
441812.txt,SPA
441870.txt,SPA
443110.txt,ARA
443391.txt,ZHO
443398.txt,HIN
443496.txt,HIN
443687.txt,HIN
444588.txt,KOR
445365.txt,SPA
445485.txt,SPA
445532.txt,TUR
446062.txt,FRA
446405.txt,HIN
446649.txt,ARA
447734.txt,TUR
448248.txt,KOR
448743.txt,ZHO
448970.txt,ZHO
449166.txt,KOR
449749.txt,KOR
450144.txt,DEU
450321.txt,ITA
450473.txt,DEU
450516.txt,JPN
450526.txt,KOR
450770.txt,HIN
450861.txt,JPN
451558.txt,DEU
451803.txt,DEU
452644.txt,TUR
453003.txt,HIN
453358.txt,ITA
453935.txt,JPN
454715.txt,SPA
454748.txt,TEL
454955.txt,KOR
454958.txt,SPA
455070.txt,ZHO
455248.txt,ZHO
455631.txt,ZHO
455720.txt,ITA
455835.txt,ZHO
455943.txt,SPA
457243.txt,KOR
457645.txt,KOR
457970.txt,KOR
458360.txt,ZHO
458919.txt,KOR
458947.txt,TEL
459270.txt,KOR
459627.txt,ITA
459968.txt,JPN
460551.txt,TEL
460682.txt,DEU
461567.txt,HIN
462058.txt,TEL
462374.txt,DEU
463633.txt,ARA
463657.txt,FRA
464088.txt,FRA
464547.txt,TEL
464622.txt,ARA
464654.txt,TUR
464802.txt,SPA
464910.txt,FRA
464971.txt,ITA
465096.txt,FRA
465653.txt,SPA
465723.txt,SPA
465959.txt,TEL
466034.txt,TUR
466136.txt,JPN
466154.txt,JPN
466186.txt,ZHO
466340.txt,ARA
466675.txt,TUR
467442.txt,FRA
467462.txt,KOR
467644.txt,FRA
468447.txt,ZHO
468995.txt,ZHO
469493.txt,ARA
470830.txt,JPN
471184.txt,TEL
471491.txt,ZHO
471906.txt,TEL
472385.txt,TUR
472927.txt,JPN
473361.txt,JPN
473771.txt,ITA
474327.txt,TEL
474579.txt,ITA
475475.txt,JPN
475735.txt,KOR
476573.txt,ARA
477043.txt,TUR
477986.txt,TUR
478082.txt,TUR
478818.txt,KOR
478851.txt,TUR
478880.txt,JPN
479625.txt,JPN
480499.txt,SPA
481045.txt,TUR
481560.txt,JPN
481860.txt,KOR
481984.txt,ZHO
482256.txt,FRA
482287.txt,ARA
482413.txt,KOR
482603.txt,ARA
482686.txt,JPN
482885.txt,TEL
483233.txt,TEL
483399.txt,DEU
483594.txt,DEU
483612.txt,JPN
483654.txt,FRA
483949.txt,TUR
484044.txt,ITA
484161.txt,TUR
484386.txt,DEU
484479.txt,TEL
484493.txt,ITA
484918.txt,TEL
485655.txt,TUR
486052.txt,JPN
486681.txt,ZHO
487048.txt,ZHO
487073.txt,JPN
487338.txt,JPN
488219.txt,DEU
488246.txt,TUR
488264.txt,ZHO
488388.txt,JPN
488490.txt,HIN
489201.txt,ARA
489763.txt,JPN
489857.txt,KOR
490274.txt,ZHO
490710.txt,TEL
490982.txt,ITA
491044.txt,TEL
491237.txt,TEL
491519.txt,TEL
491698.txt,SPA
491733.txt,DEU
491742.txt,ITA
492022.txt,KOR
492113.txt,TUR
492740.txt,ZHO
493020.txt,TEL
493293.txt,KOR
494224.txt,HIN
494614.txt,KOR
494639.txt,SPA
494841.txt,ARA
495746.txt,TUR
495844.txt,ZHO
496088.txt,TEL
497082.txt,JPN
498179.txt,SPA
498954.txt,ZHO
499380.txt,TUR
499483.txt,KOR
500492.txt,ARA
500691.txt,SPA
500948.txt,KOR
501557.txt,HIN
502263.txt,HIN
502380.txt,ZHO
502460.txt,TEL
502711.txt,ITA
503106.txt,KOR
503523.txt,ITA
503634.txt,JPN
504053.txt,TEL
504313.txt,TEL
504443.txt,TUR
504656.txt,SPA
505053.txt,TUR
505711.txt,ITA
506403.txt,KOR
507596.txt,KOR
507926.txt,ARA
508105.txt,ARA
508121.txt,ZHO
508658.txt,TUR
508901.txt,TEL
508915.txt,TEL
509301.txt,ARA
509535.txt,KOR
511486.txt,TUR
511564.txt,FRA
511819.txt,DEU
511877.txt,JPN
511900.txt,ITA
512079.txt,ZHO
512080.txt,ARA
513615.txt,TEL
513986.txt,KOR
515308.txt,SPA
515427.txt,TEL
516153.txt,ZHO
516491.txt,HIN
